is_canceled,deposit_type,previous_cancellations,lead_time,total_of_special_requests,different_room_assigned,market_segment,required_car_parking_spaces,distribution_channel,hotel,customer_type,previous_bookings_not_canceled,is_repeated_guest,country_PRT,country_other
0,No Deposit,0,2,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,15,0,0,Corporate,1,Corporate,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,121,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,38,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,5,1,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,54,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,94,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,10,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,79,0,0,Offline TA/TO,1,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,53,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,60,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,125,3,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,74,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,74,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,0,1,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,27,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,27,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,27,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,73,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,80,3,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,74,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,42,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,97,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,0,1,1,Offline TA/TO,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,28,0,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,46,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,134,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,16,0,1,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,193,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,62,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,62,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,62,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,12,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,62,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,62,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,12,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,62,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,105,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,163,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,10,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,19,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,31,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,45,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,16,0,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,50,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,121,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,50,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,120,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Contract,0,0,1,0
0,No Deposit,0,36,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,36,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,122,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,122,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,39,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,122,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,122,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,36,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,235,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,122,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,122,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,36,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,36,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,8,2,1,Direct,1,Direct,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,36,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,122,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,122,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,122,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,73,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,36,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,36,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,122,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,36,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,123,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,36,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,129,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,24,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,24,0,0,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,24,1,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,0,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,24,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,24,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,24,0,0,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,15,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,24,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,24,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,44,3,1,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,15,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,124,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,44,3,1,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,24,0,0,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,24,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,15,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,33,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,15,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,15,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,24,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,40,2,1,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,78,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,39,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,24,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,24,0,1,Corporate,0,Corporate,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,14,0,1,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,0,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,56,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,20,1,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,20,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,157,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,17,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,13,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,21,2,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,40,2,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,12,0,1,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,72,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,17,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,57,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,57,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,57,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,57,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,57,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,57,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,17,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,14,1,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,57,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,174,0,0,Offline TA/TO,1,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,28,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,15,0,0,Complementary,0,Corporate,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,32,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,15,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,28,1,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,22,0,1,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,74,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,164,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,36,0,0,Offline TA/TO,1,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,88,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,26,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,82,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,133,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,62,1,0,Direct,1,Direct,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,93,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,91,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,20,0,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,118,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,87,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,118,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,82,2,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,21,2,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,21,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,21,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,21,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,119,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,31,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,23,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,20,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,45,1,0,Online TA,1,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,48,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,52,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,108,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,30,0,0,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,121,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,58,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,81,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,80,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,23,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,88,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,44,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,74,0,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,34,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,22,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,22,0,1,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,34,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,22,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,130,0,0,Offline TA/TO,1,TA/TO,Resort Hotel,Contract,0,0,0,1
0,No Deposit,0,44,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,54,1,0,Direct,0,Direct,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,26,0,1,Offline TA/TO,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,66,0,1,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,0,1
0,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,66,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
0,No Deposit,0,59,2,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
0,No Deposit,0,59,2,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,23,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,24,1,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,Non Refund,0,149,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,Non Refund,0,149,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,Non Refund,0,149,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,Non Refund,0,149,0,0,Groups,0,TA/TO,Resort Hotel,Transient,0,0,1,0
1,No Deposit,0,44,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,44,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,45,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,45,0,0,Groups,0,TA/TO,Resort Hotel,Transient-Party,0,0,1,0
1,No Deposit,0,54,2,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
0,No Deposit,0,59,2,1,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,0,1
1,No Deposit,0,60,0,0,Online TA,0,TA/TO,Resort Hotel,Transient,0,0,1,0
